Frequency [Hz],Amplitude [dB]
888000,-46.188506651804076
889000,-46.24260929154842
890000,-46.38148353316807
891000,-46.167367757144156
892000,-46.31670719822395
893000,-46.388735262889455
894000,-46.24150897621773
895000,-46.32183646642716
896000,-46.555142267452084
897000,-46.43640451421286
898000,-46.69273440221106
899000,-46.825478121028944
900000,-46.72720935402206
901000,-46.877695028299556
902000,-46.71978718517297
903000,-46.87013896729554
904000,-47.022797383878796
905000,-47.099986983532496
906000,-47.1789914676878
907000,-46.93601635438783
908000,-47.09188950267706
909000,-47.255970305360016
910000,-46.63131125514512
911000,-46.634556911977064
912000,-46.78486287357225
913000,-46.70266799156384
914000,-47.00662048762014
915000,-47.08269932138745
916000,-47.02362383606123
917000,-47.122098625852104
918000,-47.349731397473114
919000,-47.250295406048835
920000,-47.24768333052722
921000,-47.41108712431251
922000,-47.582622967205886
923000,-47.58630454060687
924000,-47.56833657084459
925000,-47.374545833061276
926000,-47.56473490013045
927000,-47.870592200152075
928000,-47.87312298686044
929000,-47.83893677948948
930000,-47.910123097076706
931000,-48.0041612710664
932000,-48.005477702372964
933000,-47.822369158855864
934000,-47.908936811029555
935000,-48.10039626809639
936000,-48.20337042703452
937000,-48.30511851144215
938000,-48.22257286158701
939000,-48.30568142567237
940000,-48.38975250579275
941000,-48.38501659457441
942000,-48.38062635336356
943000,-48.375048302820794
944000,-48.46309261576452
945000,-48.655277155996345
946000,-48.374637115075586
947000,-48.66578855339543
948000,-48.673531107639924
949000,-48.961645533984914
950000,-48.8420641799577
951000,-48.93487579927527
952000,-48.94936386207938
953000,-48.661079040817654
954000,-48.744451486385195
955000,-48.447945801789665
956000,-48.65223037848163
957000,-48.85984256209112
958000,-48.66710348711532
959000,-48.96401742235213
960000,-49.25753849395953
961000,-48.94118132309839
962000,-48.634758865688866
963000,-48.91718578604461
964000,-48.941228848047075
965000,-49.28051825461291
966000,-49.174539157664555
967000,-49.46482789465524
968000,-49.362857657471594
969000,-49.281474312549236
970000,-49.60379399890341
971000,-49.591307283118326
972000,-49.57962712046751
973000,-49.462853943578324
974000,-49.55806940430525
975000,-49.760456930616265
976000,-49.750123861669096
977000,-49.76546480747005
978000,-49.89189936488882
979000,-49.807299096620255
980000,-49.61610966359007
981000,-49.69710960738202
982000,-49.7759682315792
983000,-49.98658599516656
984000,-49.755341575115445
985000,-49.86706558247919
986000,-49.983733929857564
987000,-50.33475908305063
988000,-50.22475250829153
989000,-50.22673077349946
990000,-50.341100362468204
991000,-50.340131864102304
992000,-50.578891106797066
993000,-50.466705475963394
994000,-50.73050822968548
995000,-50.74384697036056
996000,-50.722933351481686
997000,-50.826854198653955
998000,-50.946759257835055
999000,-50.9417062493474
1000000,-50.346253992005565
1001000,-50.59641460874207
1002000,-50.45465710731106
1003000,-50.310558664618796
1004000,-50.54203867260053
1005000,-50.54058982749613
1006000,-50.79277006330743
1007000,-50.681067013304066
1008000,-50.93953375147623
1009000,-50.70076118278246
1010000,-50.95401887698085
1011000,-51.340518510079605
1012000,-51.477329151237186
1013000,-51.35520602883071
1014000,-51.6259603302158
1015000,-51.343459097744784
1016000,-51.46363394419297
1017000,-51.73658687998169
1018000,-51.73858277328835
1019000,-51.74799409415077
1020000,-52.037601088721225
1021000,-51.73986341047496
1022000,-51.7211642406817
1023000,-52.15599145602872
1024000,-51.88720938369046
1025000,-52.18574341500855
1026000,-52.05511956775678
1027000,-52.18451459879736
1028000,-52.155476285905266
1029000,-52.15798363312437
1030000,-51.76323427459431
1031000,-52.04803702743788
1032000,-52.164973032964085
1033000,-52.006317891754854
1034000,-52.15792016105317
1035000,-52.16361120764119
1036000,-52.45599774142082
1037000,-52.15965103265911
1038000,-52.15919959859516
1039000,-52.159043440104625
1040000,-52.46689855642981
1041000,-52.18579398567923
1042000,-52.166637150915406
1043000,-52.59003215094812
1044000,-52.14224321786836
1045000,-52.43899881502646
1046000,-52.15289535751329
1047000,-52.60925500446854
1048000,-52.30754866631353
1049000,-52.29689913628508
1050000,-52.59104788633512
1051000,-52.5908981617752
1052000,-52.43477845866822
1053000,-52.72705302264043
1054000,-52.87972255167002
1055000,-52.58668073099402
1056000,-52.908247969006695
1057000,-52.284610391985105
1058000,-53.205799792841795
1059000,-52.75580000806055
1060000,-53.09982853510431
1061000,-53.264977097246415
1062000,-53.43268974890251
1063000,-53.58174240003963
1064000,-53.55896179278288
1065000,-53.56271391893857
1066000,-53.57431280892839
1067000,-53.75657712416134
1068000,-53.594158566706724
1069000,-53.584511143273005
1070000,-53.39122761756184
1071000,-53.556411615010624
1072000,-53.08141501487685
1073000,-53.260596265256275
1074000,-53.60315289451654
1075000,-53.78339174951549
1076000,-52.96319183235321
1077000,-53.12675032096296
1078000,-53.60720151969136
1079000,-53.59196151967678
1080000,-53.4267378870934
1081000,-53.59882839545139
1082000,-53.95337861141516
1083000,-54.13976859813281
1084000,-53.763954850717354
1085000,-54.09151364575748
1086000,-53.555264764269545
1087000,-53.55203975642645
1088000,-53.900408211967694
1089000,-53.90375389523521
1090000,-53.92441345970842
1091000,-53.78539310385015
1092000,-53.635800713065834
1093000,-53.47006894627062
1094000,-53.98334194841456
1095000,-53.451560772948014
1096000,-54.133336663383304
1097000,-54.311104437409924
1098000,-53.595443531825154
1099000,-54.10632197327111
1100000,-53.91148506119159
