Frequency [Hz],Amplitude [dB]
994000,-19.085646781918932
995000,-19.10782083846201
996000,-19.08002724987304
997000,-19.04446705788942
998000,-19.04063931941224
999000,-19.07692577877914
1000000,-19.277667557920374
1001000,-19.36779174705406
1002000,-19.427317081938764
1003000,-19.448258639871035
1004000,-19.377730251002795
1005000,-19.454004344339495
1006000,-19.364577680153033
1007000,-19.506528553536402
1008000,-19.550100110202386
1009000,-19.550958221156186
1010000,-19.549465865419116
1011000,-19.601248144716045
1012000,-19.657532242445455
1013000,-19.730647809578524
1014000,-19.772566962945508
1015000,-19.862184879888996
1016000,-19.85554197338538
1017000,-19.856321133112925
1018000,-19.86386929520151
1019000,-19.859359541667168
1020000,-19.823315212449664
1021000,-19.795173285206022
1022000,-19.67673832966385
1023000,-19.71414342141165
1024000,-19.73564448309807
1025000,-19.74261000940347
1026000,-19.75368235521676
1027000,-19.687155307616095
1028000,-19.734203540618754
1029000,-19.651728920706688
1030000,-19.64722361947342
1031000,-19.697297943818903
1032000,-19.641506719585465
1033000,-19.67724925754401
1034000,-19.63661746531395
1035000,-19.657976221397032
1036000,-19.663709684939146
1037000,-19.653530398558374
1038000,-19.62327664920568
1039000,-19.719663662530703
1040000,-19.72020835858073
1041000,-19.648445844850706
1042000,-19.737909367586152
1043000,-19.738422663248596
1044000,-19.722450704411667
1045000,-19.77507931042888
1046000,-19.768892681533014
1047000,-19.853336817305653
1048000,-19.87560235941502
1049000,-19.89188800719215
1050000,-19.916654425184
1051000,-19.94901651717316
1052000,-19.990978868023557
1053000,-19.895467357672963
1054000,-19.905821886275078
1055000,-19.900887085928737
1056000,-20.022151428066778
1057000,-20.001055793281004
1058000,-20.068469104770056
1059000,-20.14500424587346
1060000,-20.12349846775428
1061000,-20.242626328908706
1062000,-20.28697139367626
1063000,-20.391281235710807
1064000,-20.41392695666086
1065000,-20.382510196934508
1066000,-20.42775206448025
1067000,-20.582477703126365
1068000,-20.577001940285097
1069000,-20.619795010779153
1070000,-20.540120155104926
1071000,-20.493741899185807
1072000,-20.42035623408226
1073000,-20.567356849066055
1074000,-20.51068958792179
1075000,-20.596503014079158
1076000,-20.500116015889493
1077000,-20.584070281829213
1078000,-20.658515400722795
1079000,-20.578815444099362
1080000,-20.624731664682404
1081000,-20.573316391477203
1082000,-20.61471732332638
1083000,-20.706952750290206
1084000,-20.72220798454622
1085000,-20.757075081448846
1086000,-20.601928219774443
1087000,-20.66542339012304
1088000,-20.75759418353525
1089000,-20.5893895608712
1090000,-20.712068627741168
1091000,-20.659816457156445
1092000,-20.7481083408737
1093000,-20.8062092019043
1094000,-20.86506745046961
1095000,-20.888513631382942
1096000,-20.82041713136687
1097000,-20.944292688033137
1098000,-20.98731284032122
1099000,-20.86838146587574
1100000,-20.924390445248434
