Frequency [Hz],Amplitude [dB]
932000,-3.5987318937705264
933000,-3.414082166619602
934000,-3.499116836257112
935000,-3.6890515328640876
936000,-3.7905091743974193
937000,-3.8907490054339515
938000,-3.806703387220109
939000,-3.888320288937843
940000,-3.97090803366039
941000,-3.964697134992685
942000,-3.958840275259618
943000,-3.951803996100458
944000,-4.038398491312323
945000,-4.2291416456754884
946000,-3.947068671727973
947000,-4.236795650841666
948000,-4.2431222406792575
949000,-4.529829218395308
950000,-4.408848952495815
951000,-4.500270217676421
952000,-4.513376505057606
953000,-4.223718508065662
954000,-4.305726398574369
955000,-4.007864800570099
956000,-4.210802126482086
957000,-4.4170757429190495
958000,-4.2230068053568806
959000,-4.518599603572164
960000,-4.810808284701534
961000,-4.493147490884583
962000,-4.185430199020136
963000,-4.466571094400538
964000,-4.489336961885922
965000,-4.827358025371638
966000,-4.720119457758816
967000,-5.009157617479346
968000,-4.905945717398566
969000,-4.823329644930777
970000,-5.144425560069916
971000,-5.130724050378884
972000,-5.11783809210987
973000,-4.999868138868949
974000,-5.093895863489275
975000,-5.295104714917508
976000,-5.283602053290085
977000,-5.297782509591979
978000,-5.423065701671571
979000,-5.337323213202411
980000,-5.145000726088894
981000,-5.224876802893455
982000,-5.302620768177889
983000,-5.512133101905824
984000,-5.279792502027299
985000,-5.3904296005743415
986000,-5.506020331125388
987000,-5.855977180459187
988000,-5.744911635787605
989000,-5.745840286008481
990000,-5.85916963589431
991000,-5.85717029532832
992000,-6.094908113684495
993000,-5.98171049735244
994000,-6.2445107253950205
995000,-6.256856421188158
996000,-6.234959259203622
997000,-6.337906086025158
998000,-6.456846668589154
999000,-6.450838748196715
1000000,-5.8544411646411065
1001000,-6.103666061833545
1002000,-5.960982468506836
1003000,-5.815967582545934
1004000,-6.046540816864777
1005000,-6.044194888681939
1006000,-6.295487752977952
1007000,-6.18290706400109
1008000,-6.440505916720273
1009000,-6.200875237072695
1010000,-6.453284615795164
1011000,-6.838945749874582
1012000,-6.97492772944806
1013000,-6.851985803871417
1014000,-7.1219311814789705
1015000,-6.8386309256017395
1016000,-6.958016669993716
1017000,-7.23019044605489
1018000,-7.231417142941408
1019000,-7.240069251669734
1020000,-7.52892703937084
1021000,-7.230450180498673
1022000,-7.211021877301635
1023000,-7.645130027445686
1024000,-7.375638979083961
1025000,-7.673474144536763
1026000,-7.542161562556581
1027000,-7.670878010984298
1028000,-7.641171288573592
1029000,-7.643020420347037
1030000,-7.247623061422929
1031000,-7.531788049902753
1032000,-7.6480965480742045
1033000,-7.488824177497923
1034000,-7.639819516395551
1035000,-7.644913952527937
1036000,-7.936714216775674
1037000,-7.639791600384513
1038000,-7.638774641572218
1039000,-7.638063362193142
1040000,-7.945373782468298
1041000,-7.663734961484856
1042000,-7.644054343284045
1043000,-8.066936047654314
1044000,-7.618644327665369
1045000,-7.914907667646197
1046000,-7.628322503666389
1047000,-8.084211015844293
1048000,-7.78204413557993
1049000,-7.7709446770888
1050000,-8.064654133301527
1051000,-8.06407577050836
1052000,-7.907538105750861
1053000,-8.199405405633982
1054000,-8.351678389114598
1055000,-8.058250762408418
1056000,-8.379442954888397
1057000,-7.755441113810297
1058000,-8.676277053065341
1059000,-8.225934630116004
1060000,-8.569631363403904
1061000,-8.73445899718106
1062000,-8.901861606841841
1063000,-9.05061512333192
1064000,-9.02754630975513
1065000,-9.031021178896456
1066000,-9.042353782156264
1067000,-9.224362801922249
1068000,-9.061699961242406
1069000,-9.051819287803882
1070000,-8.85831356628702
1071000,-9.023286443107898
1072000,-8.548089818502707
1073000,-8.727082161545878
1074000,-9.069461021583752
1075000,-9.249533266452866
1076000,-8.429177919231973
1077000,-8.592592178833021
1078000,-9.072910370581335
1079000,-9.057548606593954
1080000,-8.892214474023769
1081000,-9.064205767359608
1082000,-9.418668074244593
1083000,-9.604981478805485
1084000,-9.229102497134004
1085000,-9.556607426797534
1086000,-9.020316069791102
1087000,-9.017059997266298
1088000,-9.365408819941317
1089000,-9.368746323136765
1090000,-9.389409181310764
1091000,-9.2504036139048
1092000,-9.100837527303046
1093000,-8.935143601399306
1094000,-9.448466002122313
1095000,-8.916745803901113
1096000,-9.598594271226744
1097000,-9.776446242767358
1098000,-9.060881176298933
1099000,-9.571867119442278
1100000,-9.377149392619854
